Date,Revenue,Category,Weekday,Month,IsWeekend,Year,TrendLine_7D
2011-12-27,26268.66015625,Forecast,Tuesday,December,False,2011,30694.498391287667
2011-12-28,38059.8125,Forecast,Wednesday,December,False,2011,30375.02852521624
2011-12-29,43952.375,Forecast,Thursday,December,False,2011,29824.115578787667
2011-12-30,39398.4140625,Forecast,Friday,December,False,2011,28971.885110037667
2011-12-31,627.1709594726562,Forecast,Saturday,December,True,2011,28989.214154924666
2012-01-01,22759.28515625,Forecast,Sunday,January,True,2012,28552.256007603235
2012-01-02,28317.748046875,Forecast,Monday,January,False,2012,28483.352268763952
2012-01-03,31339.1875,Forecast,Tuesday,January,False,2012,29207.713317871094
2012-01-04,37860.5859375,Forecast,Wednesday,January,False,2012,29179.252380371094
2012-01-05,52347.76953125,Forecast,Thursday,January,False,2012,30378.594456263952
2012-01-06,47679.5859375,Forecast,Friday,January,False,2012,31561.61900983538
2012-01-07,508.7010192871094,Forecast,Saturday,January,True,2012,31544.694732666016
2012-01-08,27542.1640625,Forecast,Sunday,January,True,2012,32227.963147844588
